latitude	longitude	store_name	code	location	imei
47.46657	84.87144	Zaysan	KZ	Asia/Almaty	3590433799317662188
39.43534	-84.20299	Lebanon	US	America/New_York	863033069630348602
28.90054	-81.26367	Deltona	US	America/New_York	359043379931766841
49.07866	30.96755	Zvenihorodka	UA	Europe/Kyiv	3590433799317661586
46.65581	32.6178	Kherson	UA	Europe/Kyiv	3590433799317661503
10.20898	123.758	Naga	PH	Asia/Manila	359043379931766940
37.71715	-122.40433	Visitacion Valley	US	America/Los_Angeles	8630330696303482196
49.07866	30.96755	Zvenihorodka	UA	Europe/Kyiv	863033069630348321
36.27462	4.85668	Bordj Zemoura	DZ	Africa/Algiers	863033069630348727
57.30185	39.85331	Gavrilov-Yam	RU	Europe/Moscow	359043379931766296
34.09668	-117.71978	Claremont	US	America/Los_Angeles	8630330696303481248
48.98994	2.1699	Herblay	FR	Europe/Paris	8630330696303481321
51.14942	15.00835	Zgorzelec	PL	Europe/Warsaw	359043379931766494
51.65333	5.2875	Vught	NL	Europe/Amsterdam	3590433799317661925
41.91886	8.73812	Ajaccio	FR	Europe/Paris	8630330696303481214
50.75932	25.34244	Lutsk	UA	Europe/Kyiv	359043379931766346
-10.33333	39.28333	Nyangao	TZ	Africa/Dar_es_Salaam	359043379931766114
52.71083	5.74861	Emmeloord	NL	Europe/Amsterdam	8630330696303481974
-44.39672	171.25364	Timaru	NZ	Pacific/Auckland	359043379931766437
28.15112	-82.46148	Lutz	US	America/New_York	863033069630348875
-19.65	47.31667	Antanifotsy	MG	Indian/Antananarivo	359043379931766023
52.14	5.58472	Barneveld	NL	Europe/Amsterdam	359043379931766205
16.68911	98.50893	Myawadi	MM	Asia/Yangon	8630330696303482246
7.06273	-1.4001	Mampong	GH	Africa/Accra	863033069630348875
54.84444	38.16694	Kashira	RU	Europe/Moscow	3590433799317661198
22.83957	91.84128	Manikchari	BD	Asia/Dhaka	359043379931766601
43.50891	16.43915	Split	HR	Europe/Zagreb	3590433799317661974
37.52487	-77.55777	Bon Air	US	America/New_York	8630330696303482444
40.11583	67.84222	Jizzax	UZ	Asia/Samarkand	8630330696303481834
40.63316	-74.13653	Port Richmond	US	America/New_York	3590433799317661800
48.86667	2.08333	Marly-le-Roi	FR	Europe/Paris	359043379931766874
25.92127	86.79271	Madhipura	IN	Asia/Kolkata	3590433799317662220
-17.83333	48.41667	Ambatondrazaka	MG	Indian/Antananarivo	863033069630348347
42.8334	-80.38297	Norfolk County	CA	America/Toronto	863033069630348651
48.79325	2.29275	Fontenay-aux-Roses	FR	Europe/Paris	8630330696303481792
36.27462	4.85668	Bordj Zemoura	DZ	Africa/Algiers	8630330696303481651
12.37169	123.62494	Masbate	PH	Asia/Manila	863033069630348917
51.03427	5.37429	Houthalen	BE	Europe/Brussels	3590433799317661628
18.51957	73.85535	Pune	IN	Asia/Kolkata	8630330696303482378
19.64745	-102.04897	Paracho de Verduzco	MX	America/Mexico_City	8630330696303482436
32.54044	-82.90375	Dublin	US	America/New_York	8630330696303482055
-8.73508	24.99798	Kamina	CD	Africa/Lubumbashi	8630330696303482154
53.6052	10.03988	Barmbek-Nord	DE	Europe/Berlin	3590433799317662329
14.62578	121.12251	Antipolo	PH	Asia/Manila	8630330696303482410
42.24113	-88.3162	Crystal Lake	US	America/Chicago	8630330696303481941
5.90702	116.10146	Donggongon	MY	Asia/Kuching	3590433799317661487
60.18427	24.95034	Kallio	FI	Europe/Helsinki	8630330696303481107
43.11667	1.6	Pamiers	FR	Europe/Paris	3590433799317661875
50.74497	3.20639	Mouscron	BE	Europe/Brussels	863033069630348479
-8.28333	-35.03333	Cabo	BR	America/Recife	8630330696303481545
17.94979	-94.91386	Acayucan	MX	America/Mexico_City	8630330696303481594
-31.95224	115.8614	Perth	AU	Australia/Perth	359043379931766791
44.27804	-88.27205	Kaukauna	US	America/Chicago	3590433799317661750
28.98002	77.70636	Meerut	IN	Asia/Kolkata	863033069630348206
8.88649	2.59753	Tchaourou	BJ	Africa/Porto-Novo	3590433799317661149
54.8421	46.5813	Alatyr‚Äô	RU	Europe/Moscow	3590433799317661677
23.15678	-81.24441	Varadero	CU	America/Havana	359043379931766098
44.99012	-123.02621	Keizer	US	America/Los_Angeles	8630330696303482071
51.65	-0.2	Barnet	GB	Europe/London	8630330696303481123
45.53929	-122.38731	Troutdale	US	America/Los_Angeles	359043379931766460
-11.78333	19.91667	Luena	AO	Africa/Luanda	3590433799317662030
51.64316	-0.36053	Bushey	GB	Europe/London	359043379931766353
-2.13404	-79.59415	Milagro	EC	America/Guayaquil	8630330696303482337
41.15612	1.10687	Reus	ES	Europe/Madrid	8630330696303482212
38.13708	41.00817	Silvan	TR	Europe/Istanbul	8630330696303481586
40.85158	122.74754	Haicheng	CN	Asia/Shanghai	8630330696303481164
58.1908	40.17171	Danilov	RU	Europe/Moscow	359043379931766064
44.99012	-123.02621	Keizer	US	America/Los_Angeles	863033069630348784
41.77583	140.73667	Hakodate	JP	Asia/Tokyo	3590433799317662204
36.72544	3.55665	Thenia	DZ	Africa/Algiers	359043379931766312
36.06386	4.62744	El Achir	DZ	Africa/Algiers	3590433799317662428
41.09822	120.74792	Nanpiao	CN	Asia/Shanghai	863033069630348156
50.64336	7.2278	Bad Honnef	DE	Europe/Berlin	359043379931766387
-2.90055	-79.00453	Cuenca	EC	America/Guayaquil	3590433799317661420
38.47917	-1.325	Jumilla	ES	Europe/Madrid	3590433799317661685
44.31771	9.32241	Chiavari	IT	Europe/Rome	3590433799317661495
50.88506	4.07601	Denderleeuw	BE	Europe/Brussels	863033069630348354
0.49113	29.47306	Beni	CD	Africa/Lubumbashi	3590433799317662279
36.82167	128.63083	Eisen	KR	Asia/Seoul	863033069630348669
39.72943	-104.83192	Aurora	US	America/Denver	8630330696303481628
34.15429	3.50309	Messaad	DZ	Africa/Algiers	863033069630348966
6.03333	37.55	Arba Minch	ET	Africa/Addis_Ababa	863033069630348792
52.48173	-2.12139	Brierley Hill	GB	Europe/London	8630330696303482063
60.02427	30.28491	Kolomyagi	RU	Europe/Moscow	3590433799317662279
23.02677	113.13148	Foshan	CN	Asia/Shanghai	3590433799317661917
38.55632	69.01354	Vahdat	TJ	Asia/Dushanbe	863033069630348404
25.80565	68.49143	Bhit Shah	PK	Asia/Karachi	8630330696303482022
48.79325	2.29275	Fontenay-aux-Roses	FR	Europe/Paris	8630330696303482451
45.53929	-122.38731	Troutdale	US	America/Los_Angeles	8630330696303481339
33.08014	-83.2321	Milledgeville	US	America/New_York	3590433799317662113
4.2475	9.00472	Idenao	CM	Africa/Douala	863033069630348065
38.07789	13.44275	Villabate	IT	Europe/Rome	3590433799317662311
-3.14306	-58.44417	Itacoatiara	BR	America/Manaus	8630330696303482444
22.19303	88.18466	Diamond Harbour	IN	Asia/Kolkata	863033069630348313
32.52515	-93.75018	Shreveport	US	America/Chicago	863033069630348206
23.15678	-81.24441	Varadero	CU	America/Havana	359043379931766783
34.08565	74.80555	Srinagar	IN	Asia/Kolkata	863033069630348966
33.93113	-117.54866	Norco	US	America/Los_Angeles	8630330696303481503
52.21099	7.02238	Gronau	DE	Europe/Berlin	863033069630348776
-16.25	-69.08333	Yunguyo	PE	America/Lima	863033069630348719
51.21187	4.25633	Beveren	BE	Europe/Brussels	863033069630348578
43.91452	-69.96533	Brunswick	US	America/New_York	359043379931766049
40.72816	-74.07764	Jersey City	US	America/New_York	359043379931766544
37.71715	-122.40433	Visitacion Valley	US	America/Los_Angeles	8630330696303482204
50.23271	12.87117	Karlovy Vary	CZ	Europe/Prague	8630330696303482261
6.9909	79.883	Hendala	LK	Asia/Colombo	863033069630348032
-12.91667	-39.25	Muritiba	BR	America/Bahia	8630330696303481834
-15.21194	-75.11028	Minas de Marcona	PE	America/Lima	359043379931766734
33.35283	-111.78903	Gilbert	US	America/Phoenix	8630330696303481602
50.23019	8.77155	Karben	DE	Europe/Berlin	3590433799317662105
42.22718	14.39024	Lanciano	IT	Europe/Rome	3590433799317661537
51.4781	57.3552	Kuvandyk	RU	Asia/Yekaterinburg	8630330696303481826
50.8	3.16667	Wevelgem	BE	Europe/Brussels	3590433799317661578
6.9909	79.883	Hendala	LK	Asia/Colombo	3590433799317661537
33.93113	-117.54866	Norco	US	America/Los_Angeles	8630330696303482329
51.42708	-0.91979	Lower Earley	GB	Europe/London	8630330696303481065
-28.24	-48.67028	Imbituba	BR	America/Sao_Paulo	3590433799317661065
40.58654	-122.39168	Redding	US	America/Los_Angeles	3590433799317662485
19.32932	-98.1664	Contla	MX	America/Mexico_City	863033069630348552
43.48961	-8.2194	Ferrol	ES	Europe/Madrid	3590433799317661644
0.49113	29.47306	Beni	CD	Africa/Lubumbashi	3590433799317661453
26.44931	91.61356	Rangia	IN	Asia/Kolkata	8630330696303481438
37.56667	140.11667	Inawashiro	JP	Asia/Tokyo	3590433799317661487
11.15583	42.7125	'Ali Sabieh	DJ	Africa/Djibouti	359043379931766601
51.38673	0.30367	Hartley	GB	Europe/London	863033069630348966
41.94175	123.50266	Hushitai	CN	Asia/Shanghai	3590433799317661941
40.5576	-74.28459	Woodbridge	US	America/New_York	3590433799317662352
-54.8	-68.3	Ushuaia	AR	America/Argentina/Ushuaia	863033069630348701
45.39402	9.29109	San Giuliano Milanese	IT	Europe/Rome	8630330696303481404
6.45407	3.39467	Lagos	NG	Africa/Lagos	8630330696303481933
24.41288	76.56719	Aklera	IN	Asia/Kolkata	3590433799317661792
50.80019	7.20769	Siegburg	DE	Europe/Berlin	8630330696303482360
51.12794	4.21372	Temse	BE	Europe/Brussels	3590433799317661065
41.41204	2.18247	el Camp de l'Arpa del Clot	ES	Europe/Madrid	863033069630348925
24.05979	77.40858	Leteri	IN	Asia/Kolkata	3590433799317661081
30.46907	70.96699	Kot Addu	PK	Asia/Karachi	863033069630348594
20.28527	-103.42897	Jocotepec	MX	America/Mexico_City	863033069630348560
9.89206	43.38531	Baki	SO	Africa/Mogadishu	3590433799317661875
18.87813	72.93924	Uran	IN	Asia/Kolkata	3590433799317661313
19.64745	-102.04897	Paracho de Verduzco	MX	America/Mexico_City	3590433799317661511
43.1009	-75.23266	Utica	US	America/New_York	3590433799317662378
22.75218	72.68533	Kheda	IN	Asia/Kolkata	3590433799317661461
50.75767	-1.5443	Lymington	GB	Europe/London	8630330696303481040
25.80565	68.49143	Bhit Shah	PK	Asia/Karachi	863033069630348560
37.16911	10.03478	El Alia	TN	Africa/Tunis	8630330696303482006
3.3285	99.1625	Tebingtinggi	ID	Asia/Jakarta	863033069630348834
43.1009	-75.23266	Utica	US	America/New_York	3590433799317661628
11.15583	42.7125	'Ali Sabieh	DJ	Africa/Djibouti	3590433799317661610
28.54944	-81.77285	Clermont	US	America/New_York	3590433799317661255
44.89784	8.86374	Tortona	IT	Europe/Rome	8630330696303481685
24.05979	77.40858	Leteri	IN	Asia/Kolkata	8630330696303482071
41.57439	24.71204	Smolyan	BG	Europe/Sofia	3590433799317661768
23.15678	-81.24441	Varadero	CU	America/Havana	8630330696303481248
41.55815	-73.0515	Waterbury	US	America/New_York	3590433799317662311
50.26729	-119.27337	Vernon	CA	America/Vancouver	863033069630348206
24.41288	76.56719	Aklera	IN	Asia/Kolkata	3590433799317661008
-37.32167	-59.13316	Tandil	AR	America/Argentina/Buenos_Aires	863033069630348065
42.67164	14.01481	Roseto degli Abruzzi	IT	Europe/Rome	359043379931766197
42.24113	-88.3162	Crystal Lake	US	America/Chicago	863033069630348313
51.39323	0.47713	Strood	GB	Europe/London	8630330696303481735
51.955	5.22778	Culemborg	NL	Europe/Amsterdam	3590433799317662451
36.21544	65.93249	Sar-e Pul	AF	Asia/Kabul	359043379931766965
19.30157	72.85107	Bhayandar	IN	Asia/Kolkata	3590433799317661552
9.6531	124.3697	Jagna	PH	Asia/Manila	8630330696303481503
36.33011	138.89585	Annaka	JP	Asia/Tokyo	3590433799317662444
34.5624	38.28402	Tadmur	SY	Asia/Damascus	3590433799317661404
-33.38056	-56.52361	Durazno	UY	America/Montevideo	359043379931766049
37.52487	-77.55777	Bon Air	US	America/New_York	359043379931766841
36.81667	117.81667	Zhoucun	CN	Asia/Shanghai	863033069630348875
65.93381	111.4834	Aykhal	RU	Asia/Yakutsk	8630330696303482147
41.91738	3.1631	Palafrugell	ES	Europe/Madrid	3590433799317661487
36.21544	65.93249	Sar-e Pul	AF	Asia/Kabul	8630330696303481008
-6.48167	106.85417	Cibinong	ID	Asia/Jakarta	3590433799317661016
31.39547	34.75699	Rahat	IL	Asia/Jerusalem	3590433799317662063
57.30185	39.85331	Gavrilov-Yam	RU	Europe/Moscow	8630330696303481024
11.00599	77.5609	Kangayam	IN	Asia/Kolkata	863033069630348479
-24.19436	29.00974	Mokopane	ZA	Africa/Johannesburg	3590433799317661768
44.80477	-0.59543	Talence	FR	Europe/Paris	3590433799317661107
-19.32556	-41.25528	Resplendor	BR	America/Sao_Paulo	359043379931766346
47.90771	106.88324	Ulan Bator	MN	Asia/Ulaanbaatar	359043379931766528
18.18158	76.03889	Osmanabad	IN	Asia/Kolkata	359043379931766379
15.48131	-86.57415	Olanchito	HN	America/Tegucigalpa	3590433799317661990
31.64615	120.74221	Changshu City	CN	Asia/Shanghai	863033069630348115
59.37722	28.19028	Narva	EE	Europe/Tallinn	8630330696303481057
52.2	8.63333	Kirchlengern	DE	Europe/Berlin	3590433799317661164
51.40148	-1.32471	Newbury	GB	Europe/London	8630330696303481693
6.33444	124.95278	Tupi	PH	Asia/Manila	359043379931766403
39.09112	-94.41551	Independence	US	America/Chicago	359043379931766783
43.32686	-2.98884	Leioa	ES	Europe/Madrid	863033069630348305
8.35122	-62.64102	Ciudad Guayana	VE	America/Caracas	8630330696303481198
50.073658	14.418540	Praha	CZ	Europe/Prague	863033069630348818
48.46458	9.22796	Pfullingen	DE	Europe/Berlin	359043379931766551
10.63504	-85.43772	Liberia	CR	America/Costa_Rica	8630330696303481693
51.64316	-0.36053	Bushey	GB	Europe/London	3590433799317661933
22.10194	85.37752	Barbil	IN	Asia/Kolkata	359043379931766544
51.26	-2.1875	Westbury	GB	Europe/London	863033069630348248
57.30185	39.85331	Gavrilov-Yam	RU	Europe/Moscow	3590433799317662378
41.29444	69.67639	Parkent	UZ	Asia/Tashkent	359043379931766726
36.64852	51.49621	Nowshahr	IR	Asia/Tehran	8630330696303481396
51.14942	15.00835	Zgorzelec	PL	Europe/Warsaw	863033069630348750
-4.83	29.65806	Mwandiga	TZ	Africa/Dar_es_Salaam	3590433799317661438
34.95303	-120.43572	Santa Maria	US	America/Los_Angeles	359043379931766890
10.66668	-61.51889	Port of Spain	TT	America/Port_of_Spain	3590433799317662329
-22.53722	-42.98194	Guapimirim	BR	America/Sao_Paulo	8630330696303482477
20.28527	-103.42897	Jocotepec	MX	America/Mexico_City	3590433799317661644
44.35056	142.45778	Nayoro	JP	Asia/Tokyo	3590433799317661503
14.14989	121.3152	Calauan	PH	Asia/Manila	863033069630348230
-6.8	39.25	Magomeni	TZ	Africa/Dar_es_Salaam	3590433799317662188
42.64685	-5.55835	Villaquilambre	ES	Europe/Madrid	863033069630348149
46.23899	-63.13414	Charlottetown	CA	America/Halifax	863033069630348040
-2.90055	-79.00453	Cuenca	EC	America/Guayaquil	3590433799317662386
48.15659	28.28489	Soroca	MD	Europe/Chisinau	3590433799317662337
53.37596	51.3452	Otradnyy	RU	Europe/Samara	8630330696303482162
32.57756	71.52847	Mianwali	PK	Asia/Karachi	3590433799317661636
52.66277	-2.01111	Great Wyrley	GB	Europe/London	3590433799317661305
-14.66463	-52.35558	Nova Xavantina	BR	America/Cuiaba	3590433799317661164
5.27247	-3.59625	Bonoua	CI	Africa/Abidjan	863033069630348180
19.32932	-98.1664	Contla	MX	America/Mexico_City	863033069630348164
51.21667	6.26667	Schwalmtal	DE	Europe/Berlin	863033069630348099
4.73245	-74.26419	Madrid	CO	America/Bogota	8630330696303481396
12.37169	123.62494	Masbate	PH	Asia/Manila	359043379931766163
41.47892	-87.45476	Schererville	US	America/Chicago	863033069630348917
48.98994	2.1699	Herblay	FR	Europe/Paris	3590433799317661875
37.73222	115.70111	Hengshui	CN	Asia/Shanghai	3590433799317662139
42.4251	-71.06616	Malden	US	America/New_York	3590433799317661511
40.57788	-73.95958	Brighton Beach	US	America/New_York	863033069630348560
37.16911	10.03478	El Alia	TN	Africa/Tunis	8630330696303481040
54.60528	18.34717	Reda	PL	Europe/Warsaw	863033069630348537
7.62789	4.74161	Ilesa	NG	Africa/Lagos	8630330696303482170
57.30185	39.85331	Gavrilov-Yam	RU	Europe/Moscow	3590433799317661784
39.78504	-85.76942	Greenfield	US	America/Indiana/Indianapolis	3590433799317662055
58.23583	92.48278	Lesosibirsk	RU	Asia/Krasnoyarsk	359043379931766346
-17.73648	168.31366	Port-Vila	VU	Pacific/Efate	8630330696303482154
6.33444	124.95278	Tupi	PH	Asia/Manila	863033069630348248
51.82721	107.60627	Ulan-Ude	RU	Asia/Irkutsk	863033069630348933
6.33444	124.95278	Tupi	PH	Asia/Manila	8630330696303481032
54.58048	16.86194	Ustka	PL	Europe/Warsaw	3590433799317661214
32.55531	76.12647	Chamba	IN	Asia/Kolkata	863033069630348529
33.4425	129.96972	Karatsu	JP	Asia/Tokyo	8630330696303481859
43.71032	-1.05366	Dax	FR	Europe/Paris	863033069630348347
4.02219	101.02083	Teluk Intan	MY	Asia/Kuala_Lumpur	3590433799317662154
51.38673	0.30367	Hartley	GB	Europe/London	359043379931766379
27.52948	68.75915	Khairpur Mir‚Äôs	PK	Asia/Karachi	359043379931766239
-36.9256	-73.02841	Chiguayante	CL	America/Santiago	359043379931766411
48.73218	11.18709	Neuburg an der Donau	DE	Europe/Berlin	3590433799317661925
-34.64167	-60.47389	Chacabuco	AR	America/Argentina/Buenos_Aires	3590433799317661743
31.82539	72.54064	Sillanwali	PK	Asia/Karachi	3590433799317661842
40.11583	67.84222	Jizzax	UZ	Asia/Samarkand	8630330696303481206
7.62789	4.74161	Ilesa	NG	Africa/Lagos	8630330696303481578
-34.74785	-58.70072	Pontevedra	AR	America/Argentina/Buenos_Aires	359043379931766775
25.95533	68.88871	Jhol	PK	Asia/Karachi	863033069630348198
33.92866	-6.90656	Temara	MA	Africa/Casablanca	3590433799317662196
36.65	138.31667	Suzaka	JP	Asia/Tokyo	3590433799317662360
49.144482	15.006139	Jindřichův Hradec	CZ	Europe/Prague	8630330696303481487
41.82143	41.77921	Kobuleti	GE	Asia/Tbilisi	8630330696303481651
35.85	117.7	Dongdu	CN	Asia/Shanghai	863033069630348701
48.8449	17.22635	Skalica	SK	Europe/Bratislava	359043379931766825
-4.42472	-41.45861	Pedro II	BR	America/Fortaleza	863033069630348081
11.86064	9.0027	Gaya	NG	Africa/Lagos	8630330696303482493
50.09019	8.4493	Hofheim am Taunus	DE	Europe/Berlin	8630330696303481032
20.22816	-103.5687	Zacoalco de Torres	MX	America/Mexico_City	863033069630348263
47.83333	59.6	Shalqar	KZ	Asia/Aqtobe	863033069630348925
-8.66667	-35.71667	Catende	BR	America/Recife	8630330696303482303
19.21667	73.08333	Dombivli	IN	Asia/Kolkata	8630330696303481206
30.5427	-97.54667	Hutto	US	America/Chicago	8630330696303481438
-14.66463	-52.35558	Nova Xavantina	BR	America/Cuiaba	8630330696303481420
27.76056	-15.58602	Maspalomas	ES	Atlantic/Canary	8630330696303481446
47.80527	-122.24064	Bothell West	US	America/Los_Angeles	863033069630348529
26.2173	-80.22588	North Lauderdale	US	America/New_York	8630330696303482477
39.59611	27.02444	Edremit	TR	Europe/Istanbul	3590433799317661578
53.93361	37.92792	Kireyevsk	RU	Europe/Moscow	8630330696303482188
29.98869	122.20488	Zhoushan	CN	Asia/Shanghai	863033069630348198
41.72063	12.6723	Ariccia	IT	Europe/Rome	8630330696303481495
44.73941	-93.12577	Rosemount	US	America/Chicago	8630330696303481354
27.85	112.9	Xiangtan	CN	Asia/Shanghai	3590433799317662154
41.72059	-87.70172	Evergreen Park	US	America/Chicago	3590433799317662089
57.14369	-2.09814	Aberdeen	GB	Europe/London	8630330696303481396
-5.85746	144.23058	Mount Hagen	PG	Pacific/Port_Moresby	3590433799317661339
16.06213	76.0586	Hungund	IN	Asia/Kolkata	8630330696303481453
33.43443	-5.22126	Azrou	MA	Africa/Casablanca	3590433799317661925
44.97639	19.61222	Sremska Mitrovica	RS	Europe/Belgrade	359043379931766015
-10.91722	-37.65	Lagarto	BR	America/Maceio	863033069630348263
43.96222	43.63417	Novopavlovsk	RU	Europe/Moscow	359043379931766643
44.27804	-88.27205	Kaukauna	US	America/Chicago	359043379931766239
-33.88096	151.07986	Strathfield	AU	Australia/Sydney	8630330696303482121
18.65297	-72.09391	Thomazeau	HT	America/Port-au-Prince	3590433799317661347
20.21322	-100.88023	Salvatierra	MX	America/Mexico_City	863033069630348552
50.75932	25.34244	Lutsk	UA	Europe/Kyiv	359043379931766189
6.8485	3.64633	Shagamu	NG	Africa/Lagos	3590433799317661511
-1.26753	116.82887	Balikpapan	ID	Asia/Makassar	863033069630348925
3.02013	30.91105	Arua	UG	Africa/Kampala	863033069630348578
-34.64167	-60.47389	Chacabuco	AR	America/Argentina/Buenos_Aires	863033069630348024
27.85	112.9	Xiangtan	CN	Asia/Shanghai	8630330696303482170
53.53333	-7.35	An Muileann gCearr	IE	Europe/Dublin	359043379931766916
42.28639	18.84	Budva	ME	Europe/Podgorica	8630330696303481123
52.41667	0.75	Thetford	GB	Europe/London	3590433799317662089
51.38673	0.30367	Hartley	GB	Europe/London	8630330696303481289
-3.74912	-73.25383	Iquitos	PE	America/Lima	3590433799317662253
42.64685	-5.55835	Villaquilambre	ES	Europe/Madrid	8630330696303481347
64.5635	39.8302	Severodvinsk	RU	Europe/Moscow	8630330696303481701
15.58552	102.42587	Bua Yai	TH	Asia/Bangkok	863033069630348511
31.28092	74.85849	Patti	IN	Asia/Kolkata	863033069630348446
-1.6	103.61667	Jambi City	ID	Asia/Jakarta	8630330696303481867
36.20389	127.08472	Nonsan	KR	Asia/Seoul	359043379931766841
27.92333	118.53333	Pucheng	CN	Asia/Shanghai	359043379931766684
0.46005	34.11169	Busia	KE	Africa/Nairobi	359043379931766130
16.75973	-93.11308	Tuxtla	MX	America/Mexico_City	863033069630348388
-33.79176	151.08057	Eastwood	AU	Australia/Sydney	359043379931766171
51.95838	4.47124	Schiebroek	NL	Europe/Amsterdam	3590433799317662121
36.06386	4.62744	El Achir	DZ	Africa/Algiers	359043379931766270
33.3213	130.94098	Hita	JP	Asia/Tokyo	359043379931766080
40.92298	14.30935	Afragola	IT	Europe/Rome	359043379931766007
-1.9487	30.4347	Rwamagana	RW	Africa/Kigali	863033069630348727
-54.8	-68.3	Ushuaia	AR	America/Argentina/Ushuaia	3590433799317662022
18.57677	-72.22625	Croix-des-Bouquets	HT	America/Port-au-Prince	359043379931766528
31.20176	29.91582	Alexandria	EG	Africa/Cairo	3590433799317662337
-7.76667	35.7	Iringa	TZ	Africa/Dar_es_Salaam	8630330696303482238
55.39485	43.83992	Arzamas	RU	Europe/Moscow	863033069630348800
37.52487	-77.55777	Bon Air	US	America/New_York	3590433799317661396
5.84752	-5.682	Lakota	CI	Africa/Abidjan	359043379931766833
-27.4338	-65.61427	Aguilares	AR	America/Argentina/Tucuman	8630330696303482287
45.4473	-73.75335	Dorval	CA	America/Toronto	3590433799317661149
47.90771	106.88324	Ulan Bator	MN	Asia/Ulaanbaatar	359043379931766411
-2.90055	-79.00453	Cuenca	EC	America/Guayaquil	3590433799317662188
-10.33333	39.28333	Nyangao	TZ	Africa/Dar_es_Salaam	8630330696303482014
14.62578	121.12251	Antipolo	PH	Asia/Manila	8630330696303482220
34.4833	136.84186	Toba	JP	Asia/Tokyo	8630330696303481578
50.598427	13.610242	Litvínov	CZ	Europe/Prague	863033069630348487
16.455	120.5875	La Trinidad	PH	Asia/Manila	3590433799317661065
43.78956	7.60872	Ventimiglia	IT	Europe/Rome	3590433799317662212
-8.66667	-35.71667	Catende	BR	America/Recife	8630330696303481685
43.1122	12.38878	Perugia	IT	Europe/Rome	3590433799317662469
48.07667	8.64409	Trossingen	DE	Europe/Berlin	8630330696303481446
44.35056	142.45778	Nayoro	JP	Asia/Tokyo	8630330696303482329
29.65163	-82.32483	Gainesville	US	America/New_York	8630330696303481768
-37.88333	145.06667	Carnegie	AU	Australia/Melbourne	3590433799317661966
34.25807	-88.70464	Tupelo	US	America/Chicago	8630330696303481453
33.54428	-84.23381	Stockbridge	US	America/New_York	863033069630348412
15.58552	102.42587	Bua Yai	TH	Asia/Bangkok	3590433799317661511
37.31309	40.74357	Mardin	TR	Europe/Istanbul	8630330696303481743
36.76639	3.47717	Boumerdas	DZ	Africa/Algiers	8630330696303481917
-17.74431	-48.62789	Caldas Novas	BR	America/Sao_Paulo	3590433799317661834
11.15583	42.7125	'Ali Sabieh	DJ	Africa/Djibouti	3590433799317661420
42.8139	-1.64295	Segundo Ensanche	ES	Europe/Madrid	863033069630348107
25.66795	85.83636	Dalsingh Sarai	IN	Asia/Kolkata	8630330696303481917
50.71229	4.52529	Rixensart	BE	Europe/Brussels	359043379931766791
-3.5403	118.9707	Majene	ID	Asia/Makassar	8630330696303481933
40.66482	122.22833	Yingkou	CN	Asia/Shanghai	8630330696303481032
49.41029	38.15035	Svatove	UA	Europe/Zaporozhye	863033069630348073
50.82882	-0.32247	Lancing	GB	Europe/London	8630330696303481644
49.03685	8.70745	Bretten	DE	Europe/Berlin	8630330696303481248
43.16547	-77.70066	Gates-North Gates	US	America/New_York	3590433799317661628
-5.41667	38.01667	Chanika	TZ	Africa/Dar_es_Salaam	863033069630348099
39.96097	-75.60804	West Chester	US	America/New_York	3590433799317661883
34.85	117.33333	Taozhuang	CN	Asia/Shanghai	359043379931766163
48.35693	10.98461	Friedberg	DE	Europe/Berlin	3590433799317661511
20.88197	85.83334	Bhuban	IN	Asia/Kolkata	359043379931766759
31.84568	-102.36764	Odessa	US	America/Chicago	863033069630348776
-22.9	44.53333	Sakaraha	MG	Indian/Antananarivo	8630330696303482345
-10.95817	-38.79084	Tucano	BR	America/Bahia	359043379931766072
39.96348	-4.83076	Talavera de la Reina	ES	Europe/Madrid	359043379931766221
27.0174	49.62251	Al Jubayl	SA	Asia/Riyadh	8630330696303482402
45.49428	-122.86705	Aloha	US	America/Los_Angeles	8630330696303481131
36.76775	2.95924	Cheraga	DZ	Africa/Algiers	863033069630348602
37.56667	140.11667	Inawashiro	JP	Asia/Tokyo	8630330696303482097
50.75932	25.34244	Lutsk	UA	Europe/Kyiv	359043379931766296
51.168	7.973	Finnentrop	DE	Europe/Berlin	359043379931766502
-13.7804	34.4587	Salima	MW	Africa/Blantyre	8630330696303482337
6.25947	102.05461	Tak Bai	TH	Asia/Bangkok	863033069630348628
-0.71667	-48.52333	Soure	BR	America/Belem	8630330696303481941
14.93333	-91.11667	Chichicastenango	GT	America/Guatemala	8630330696303481503
45.78071	12.84052	Portogruaro	IT	Europe/Rome	863033069630348578
43.61058	1.33467	Colomiers	FR	Europe/Paris	8630330696303481438
47.30997	8.52462	Adliswil	CH	Europe/Zurich	8630330696303482089
55.82737	-4.0573	Viewpark	GB	Europe/London	863033069630348669
10.63504	-85.43772	Liberia	CR	America/Costa_Rica	359043379931766023
40.98894	28.67582	Yakuplu	TR	Europe/Istanbul	3590433799317662212
36.27462	4.85668	Bordj Zemoura	DZ	Africa/Algiers	359043379931766726
35.05266	-78.87836	Fayetteville	US	America/New_York	8630330696303481735
43.86682	-79.2663	Markham	CA	America/Toronto	3590433799317662337
42.24113	-88.3162	Crystal Lake	US	America/Chicago	863033069630348982
47.30997	8.52462	Adliswil	CH	Europe/Zurich	863033069630348081
42.35843	-71.05977	Boston	US	America/New_York	8630330696303481461
